Person,PersonID,House,Mosquito,Age,Gender,WorkRandom,House_XCoord,House_Y_Coord,DENV1,DENV2,DENV3,DENV4,Denv1_time,Denv1_X,Denv1_Y,Denv2_time,Denv2_X,Denv2_Y,Denv3_time,Denv3_X,Denv3_Y,Denv4_time,Denv4_X,Denv4_Y
root.people[1675], 1676, root.buildings[713]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 37.0, F, 0.0, 553315.9529, 1825856.098, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1676], 1677, root.buildings[713]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 20.0, M, 1.0, 553315.9529, 1825856.098, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1677], 1678, root.buildings[714]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 70.0, F, 0.0, 551812.5937, 1830671.438, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1678], 1679, root.buildings[714]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 17.0, M, 0.0, 551812.5937, 1830671.438, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1679], 1680, root.buildings[715]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 53.0, F, 1.0, 556827.7805, 1824703.768, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1680], 1681, root.buildings[715]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 19.0, M, 0.0, 556827.7805, 1824703.768, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1681], 1682, root.buildings[716]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 40.0, F, 1.0, 554537.5197, 1830357.813, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1682], 1683, root.buildings[716]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 8.0, M, 0.0, 554537.5197, 1830357.813, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1683], 1684, root.buildings[716]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 42.0, M, 1.0, 554537.5197, 1830357.813, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1684], 1685, root.buildings[717]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 16.0, M, 0.0, 553196.5247, 1825584.118, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1685], 1686, root.buildings[717]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 10.0, M, 1.0, 553196.5247, 1825584.118, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1686], 1687, root.buildings[718]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 50.0, F, 0.0, 555279.3326, 1824285.55, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1687], 1688, root.buildings[718]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 21.0, F, 0.0, 555279.3326, 1824285.55, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1688], 1689, root.buildings[718]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 2.0, M, 0.0, 555279.3326, 1824285.55, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1689], 1690, root.buildings[719]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 41.0, F, 0.0, 551544.1605, 1831713.455, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
